Member Id,Survey Id,Status,Length
156,47,4,15
156,56,2,
156,58,4,16
156,59,4,15
156,65,4,23
156,85,4,11
157,39,4,7
157,40,4,10
157,45,4,9
157,47,4,20
157,56,4,8
157,67,4,18
157,69,4,12
157,85,4,8
157,99,4,15
158,6,3,
158,12,4,14
158,13,3,
158,15,4,22
158,22,4,12
158,26,4,20
158,27,4,11
158,29,3,
158,34,4,24
158,41,2,
158,48,2,
158,61,4,22
158,71,4,16
158,74,3,
158,75,2,
158,77,4,5
158,93,4,14
158,98,4,6
159,13,4,14
159,75,3,
159,78,4,13
160,6,3,
160,7,4,8
160,23,4,24
160,28,4,19
160,31,4,24
160,36,3,
160,52,2,
160,70,4,19
160,77,3,
160,82,3,
160,83,4,9
161,4,3,
161,37,4,14
161,41,3,
161,46,4,23
161,50,3,
161,66,3,
161,79,4,11
161,89,4,10
161,92,4,8
161,96,4,25
161,97,4,6
162,9,3,
162,10,3,
162,21,3,
162,32,2,
162,33,3,
162,54,4,11
162,58,4,6
162,65,4,13
162,67,3,
162,68,3,
162,72,4,18
162,73,4,24
162,75,4,8
163,7,4,18
163,49,3,
163,59,4,8
163,60,4,15
163,69,4,24
163,72,2,
163,95,4,8
163,96,4,20
164,4,4,22
164,5,3,
164,7,4,13
164,33,4,11
164,47,4,13
164,62,4,21
164,78,4,17
164,100,4,21
165,27,4,13
165,30,3,
165,35,4,7
165,43,4,9
165,45,4,19
165,49,4,25
165,60,4,19
165,72,4,21
165,86,4,15
165,98,4,8
166,5,4,20
166,23,3,
166,31,4,17
166,54,4,14
166,58,4,6
166,68,4,7
166,81,3,
166,90,2,
167,11,3,
167,12,4,23
167,28,4,20
167,43,3,
167,44,4,17
167,45,3,
167,56,4,16
167,59,3,
167,70,4,8
167,77,4,13
167,88,4,19
167,89,4,12
167,99,2,
168,40,3,
168,45,4,21
168,46,4,13
168,67,4,19
168,70,3,
168,74,4,22
168,80,4,11
168,81,4,20
169,9,4,15
169,31,4,17
169,38,2,
169,42,4,16
169,52,4,16
169,68,4,11
169,78,4,25
169,84,2,
170,14,4,24
170,31,3,
170,32,3,
170,33,4,21
170,34,4,13
170,35,4,10
170,39,4,10
170,45,4,16
170,56,4,5
170,76,4,9
170,77,4,13
171,31,4,19
171,38,4,18
171,44,4,20
171,45,3,
171,48,4,16
171,51,4,7
171,55,4,7
171,59,3,
171,74,3,
171,78,2,
171,90,4,20
171,98,4,24
172,30,4,11
172,38,4,21
172,40,4,14
172,58,4,14
172,60,4,10
172,78,4,22
172,81,3,
173,17,4,12
173,24,2,
173,29,4,7
173,34,3,
173,40,3,
173,41,3,
173,58,4,18
173,70,2,
173,72,3,
173,83,4,20
173,86,3,
174,20,4,25
174,37,4,15
174,49,4,7
174,50,4,9
174,73,2,
174,86,3,
175,3,4,18
175,12,4,23
175,15,4,22
175,70,2,
175,74,2,
175,75,4,5
175,77,3,
175,90,4,17
175,96,4,19
176,9,2,
176,48,2,
176,62,4,24
176,64,4,13
176,70,4,24
176,71,2,
176,89,4,19
177,4,4,8
177,7,4,24
177,12,4,19
177,19,4,14
177,20,4,11
177,24,4,9
177,52,3,
177,67,2,
177,81,3,
177,82,3,
177,93,3,
178,5,4,9
178,28,4,16
178,29,3,
178,39,4,12
178,43,4,25
178,47,4,23
178,50,4,19
178,65,4,12
178,66,4,16
178,71,3,
178,72,3,
178,82,4,22
178,85,4,8
179,3,4,14
179,17,4,10
179,23,3,
179,29,4,20
179,48,4,15
179,49,3,
179,50,3,
179,51,4,16
179,82,4,20
179,86,3,
179,97,4,19
179,99,4,22
180,11,4,17
180,26,3,
180,37,3,
180,38,4,22
180,43,4,18
180,50,4,19
180,64,3,
180,67,4,18
180,79,4,15
180,97,4,21
181,25,3,
181,27,3,
181,39,3,
181,70,4,24
181,88,4,12
182,15,3,
182,18,4,14
182,21,2,
182,25,4,5
182,29,4,11
182,45,4,11
182,48,4,18
182,59,2,
182,81,4,18
182,86,4,10
183,13,4,13
183,16,4,11
183,26,3,
183,32,4,7
183,55,2,
183,59,2,
183,60,4,5
183,68,3,
184,7,4,5
184,20,4,12
184,29,2,
184,39,4,19
184,59,4,25
184,85,3,
184,86,4,11
184,91,4,12
184,94,3,
184,95,4,15
185,1,4,13
185,20,2,
185,32,4,18
185,38,4,5
185,46,4,11
185,48,4,23
185,51,4,6
185,65,3,
185,75,4,12
185,79,3,
185,85,4,19
185,92,4,23
186,11,4,23
186,26,3,
186,27,4,8
186,63,4,20
186,68,4,17
186,69,3,
186,75,2,
186,87,3,
186,92,4,18
186,96,4,23
187,4,4,19
187,19,4,14
187,24,4,24
187,26,4,25
187,27,4,25
187,34,2,
187,52,4,21
187,69,4,7
187,77,3,
187,78,4,21
187,86,3,
188,13,2,
188,26,2,
188,29,4,19
188,37,4,18
188,44,4,8
188,68,4,6
188,70,4,7
188,83,4,12
188,85,4,7
188,87,4,23
189,23,4,7
189,36,2,
189,47,3,
189,58,3,
189,72,2,
189,79,4,19
189,99,2,
190,2,3,
190,47,3,
190,71,4,11
190,80,4,11
190,84,4,20
191,5,4,16
191,26,4,8
191,28,4,10
191,43,3,
191,45,4,21
191,70,4,12
191,73,4,23
192,9,4,8
192,16,4,21
192,19,4,23
192,20,4,18
192,21,4,15
192,31,4,11
192,40,4,20
192,42,4,20
192,52,3,
192,55,3,
192,62,4,11
192,72,4,23
192,83,3,
192,96,4,9
192,99,4,13
193,12,4,9
193,21,2,
193,40,4,24
193,41,4,10
193,43,4,24
193,47,4,24
193,58,3,
193,73,4,8
193,79,4,23
193,82,4,17
193,89,3,
193,92,2,
194,4,3,
194,7,4,20
194,21,4,15
194,37,4,5
194,40,4,12
194,44,4,17
194,49,3,
194,57,4,6
194,81,4,22
194,82,4,12
194,87,3,
194,98,3,
195,15,4,7
195,20,3,
195,22,2,
195,23,4,24
195,36,4,20
195,38,4,7
195,50,4,16
195,55,3,
195,63,4,16
195,68,4,9
195,73,4,10
195,77,4,12
196,13,3,
196,16,4,20
196,32,2,
196,33,4,20
196,37,3,
196,41,4,11
196,76,4,18
196,87,4,12
197,2,4,21
197,5,4,21
197,10,4,21
197,13,4,9
197,19,4,13
197,20,4,9
197,21,3,
197,24,3,
197,26,4,8
197,34,3,
197,37,4,6
197,39,3,
197,44,2,
197,50,4,5
197,53,4,17
197,77,3,
197,81,4,22
197,96,4,5
198,1,3,
198,3,3,
198,8,4,20
198,9,4,18
198,12,4,24
198,19,4,23
198,33,4,9
198,41,4,5
198,45,4,20
198,54,4,11
198,71,3,
198,99,4,6
199,2,2,
199,8,3,
199,11,4,16
199,21,3,
199,38,4,24
199,39,4,24
199,42,4,7
199,54,3,
199,62,4,19
199,71,3,
199,79,4,15
200,30,4,22
200,33,3,
200,34,3,
200,51,4,11
200,56,4,21
200,58,4,5
200,69,4,21
200,79,4,13
201,26,4,22
201,35,3,
201,38,4,24
201,53,3,
201,62,4,7
201,64,4,20
201,65,4,8
201,71,4,22
201,74,4,9
201,75,3,
201,76,3,
201,85,4,24
201,86,3,
202,16,4,25
202,25,4,13
202,36,4,24
202,41,4,9
202,51,4,17
202,53,4,9
202,83,4,22
202,84,4,5
202,87,3,
202,90,3,
202,99,3,
203,31,4,12
203,34,4,11
203,68,3,
203,75,3,
203,86,4,19
203,89,4,10
203,96,4,16
203,98,4,20
204,1,4,19
204,13,4,9
204,17,4,11
204,28,3,
204,66,4,12
204,69,4,13
204,71,4,6
204,79,3,
205,15,4,12
205,18,4,22
205,19,4,19
205,32,2,
205,33,3,
205,38,4,21
205,39,4,13
205,54,4,24
205,57,2,
205,63,3,
205,74,4,9
205,87,2,
205,88,4,8
206,1,4,10
206,15,4,15
206,18,2,
206,24,4,19
206,28,4,8
206,32,4,17
206,43,4,12
206,52,3,
206,68,4,20
206,74,3,
206,89,4,21
206,96,4,25
206,97,4,21
207,1,4,6
207,5,4,9
207,20,4,10
207,26,4,10
207,68,4,13
207,96,3,
208,2,3,
208,30,4,10
208,66,4,17
208,82,4,24
208,84,3,
208,87,4,11
209,13,2,
209,18,4,13
209,19,4,24
209,20,4,13
209,29,3,
209,62,4,12
209,80,4,17
210,1,3,
210,11,4,6
210,18,4,20
210,23,4,12
210,24,4,6
210,32,4,9
210,46,4,14
210,58,3,
210,67,3,
210,69,4,25
210,73,4,9
210,78,4,13
210,80,4,24
210,85,4,10
210,87,3,
211,11,4,15
211,50,4,15
211,61,3,
211,67,4,19
211,69,4,19
211,76,4,7
211,89,4,11
211,100,4,19
212,7,4,5
212,31,4,6
212,32,4,18
212,35,3,
212,37,4,14
212,40,4,14
212,47,4,12
212,59,4,13
212,82,4,24
212,99,4,23
213,3,4,22
213,9,3,
213,26,3,
213,30,4,6
213,39,3,
213,45,4,5
213,64,3,
213,65,4,24
213,73,4,15
213,77,3,
213,79,4,15
213,87,3,
213,89,4,20
213,92,4,19
214,15,4,19
214,28,4,7
214,34,4,10
214,43,2,
214,44,2,
214,55,4,13
214,62,4,22
214,64,4,21
214,90,4,16
215,1,4,16
215,25,4,6
215,35,4,25
215,39,4,11
215,44,3,
215,47,4,17
215,72,4,12
215,73,4,7
215,80,4,10
215,88,4,8
215,99,4,12
216,8,4,5
216,16,4,18
216,18,4,9
216,36,4,20
216,75,4,11
216,84,4,22
217,3,4,24
217,13,4,6
217,22,4,16
217,28,4,21
217,34,4,20
217,59,4,24
217,60,4,11
217,68,4,19
217,71,3,
217,75,4,18
218,16,4,23
218,18,4,10
218,44,3,
218,50,4,5
218,57,4,22
218,59,4,23
218,70,3,
218,77,4,5
218,78,2,
218,80,4,6
218,81,4,6
218,87,4,13
219,19,4,12
219,23,4,20
219,24,4,18
219,34,3,
219,54,2,
219,68,4,18
219,76,4,18
219,79,4,19
219,84,4,23
219,86,4,22
219,87,3,
219,88,4,7
219,93,4,13
220,1,4,25
220,8,4,13
220,24,4,25
220,28,4,14
220,29,4,6
220,35,4,16
220,42,4,20
220,49,4,14
220,52,3,
220,84,4,20
220,89,4,23
221,1,2,
221,11,4,8
221,27,4,11
221,29,4,13
221,37,4,22
221,61,4,9
221,71,2,
221,79,4,6
221,92,2,
222,6,4,21
222,9,4,13
222,11,4,12
222,23,4,17
222,41,4,8
222,43,4,13
222,50,4,12
222,53,4,14
222,62,4,19
222,92,2,
223,4,3,
223,5,3,
223,6,4,20
223,11,2,
223,23,2,
223,26,4,12
223,53,4,19
223,79,4,23
223,81,4,17
224,9,4,17
224,36,4,5
224,37,4,12
224,50,4,10
224,52,4,15
224,63,4,6
224,69,2,
224,70,4,21
224,72,4,17
224,87,4,15
225,13,4,23
225,17,4,24
225,21,4,13
225,45,3,
225,49,4,19
225,50,4,12
225,52,3,
225,53,4,15
225,77,4,19
225,82,4,18
225,85,4,23
225,87,3,
226,9,3,
226,10,4,5
226,16,3,
226,19,4,15
226,20,4,12
226,26,3,
226,40,4,11
226,49,3,
226,68,4,13
226,82,4,15
226,89,4,12
226,90,4,24
226,92,3,
227,5,4,10
227,21,2,
227,25,4,17
227,26,4,12
227,47,4,21
227,57,3,
227,61,2,
227,62,4,21
227,64,3,
227,70,3,
227,74,4,11
227,82,3,
227,88,2,
227,91,4,9
227,97,4,18
228,4,4,8
228,9,4,5
228,12,3,
228,25,4,25
228,44,4,6
228,53,4,6
228,71,3,
228,76,4,8
228,97,4,18
229,2,3,
229,14,4,12
229,22,4,10
229,24,4,18
229,50,4,10
229,53,3,
229,54,4,7
229,56,4,18
229,63,2,
229,74,3,
229,84,4,23
229,98,4,16
230,1,4,10
230,10,4,25
230,21,4,18
230,33,4,24
230,48,4,22
230,51,2,
230,54,4,21
230,56,3,
230,67,4,7
230,70,4,9
230,92,4,7
230,94,3,
230,97,3,
230,98,4,9
230,100,4,16
231,33,4,16
231,37,4,25
231,41,3,
231,52,4,14
231,65,4,20
231,70,3,
231,90,4,16
232,21,4,13
232,30,3,
232,51,4,6
232,58,4,7
232,63,2,
232,72,4,8
232,77,4,18
232,84,4,25
232,89,3,
232,90,4,11
232,92,4,18
232,95,3,
232,100,2,
233,13,4,18
233,28,2,
233,31,4,5
233,43,4,17
233,47,4,19
233,62,4,20
233,83,4,18
233,86,3,
233,95,3,
233,100,4,11
234,7,2,
234,9,4,15
234,11,4,7
234,12,4,23
234,23,4,24
234,30,3,
234,63,3,
234,67,4,7
234,69,4,6
234,77,4,20
234,81,2,
235,1,4,8
235,36,4,20
235,39,3,
235,42,4,23
235,45,2,
235,50,4,19
235,61,4,20
235,65,4,18
235,66,4,16
235,84,4,17
235,93,4,17
235,94,4,19
236,2,4,19
236,7,4,23
236,28,4,19
236,35,3,
236,63,3,
236,71,3,
236,77,4,25
236,94,3,
237,20,2,
237,29,4,5
237,49,4,8
237,56,4,8
237,68,4,24
237,90,4,9
237,93,4,16
238,3,4,15
238,6,2,
238,45,4,10
238,79,4,5
238,90,4,10
239,16,4,24
239,23,4,19
239,32,2,
239,34,4,16
239,43,3,
239,46,3,
239,47,4,21
239,52,4,8
239,58,4,5
239,66,4,16
239,73,4,9
239,75,2,
239,85,4,10
240,9,3,
240,14,4,24
240,55,4,21
240,59,3,
240,60,4,11
240,62,2,
240,73,3,
240,79,2,
240,85,4,18
241,3,4,6
241,9,2,
241,26,4,11
241,51,4,14
241,60,3,
241,69,3,
241,74,4,13
241,95,2,
241,96,2,
241,98,3,
242,4,3,
242,6,4,12
242,7,4,7
242,13,4,25
242,23,4,13
242,24,4,21
242,60,3,
242,68,3,
242,94,4,25
243,9,4,11
243,27,3,
243,29,3,
243,33,4,19
243,35,2,
243,40,4,22
243,51,4,10
243,59,4,16
243,60,4,9
243,70,4,24
243,84,3,
243,86,4,17
244,2,4,13
244,5,3,
244,8,4,8
244,18,3,
244,28,4,21
244,41,3,
244,42,4,14
244,46,4,12
244,52,2,
244,53,4,18
244,76,4,6
244,94,3,
245,19,4,16
245,24,4,19
245,33,4,16
245,43,4,5
245,55,4,9
245,66,3,
245,81,4,7
246,1,4,8
246,26,4,8
246,50,4,24
246,66,3,
246,68,4,17
246,86,4,20
246,89,4,25
246,93,3,
246,95,4,12
247,19,4,5
247,32,4,21
247,36,4,24
247,39,4,13
247,73,3,
247,96,4,10
248,3,3,
248,4,2,
248,8,4,8
248,9,4,5
248,35,4,22
248,44,4,12
248,53,2,
248,64,4,12
248,89,4,15
248,99,4,15
248,100,4,8
249,10,4,7
249,20,4,11
249,22,2,
249,41,4,13
249,42,4,18
249,47,4,5
249,80,4,16
249,95,4,21
249,98,4,17
250,1,4,9
250,3,4,24
250,5,4,19
250,35,4,7
250,43,3,
250,70,4,15
250,71,4,12
250,74,4,18
250,89,4,23
250,97,4,7
250,98,3,
251,1,4,10
251,13,4,11
251,16,4,20
251,25,4,20
251,35,2,
251,48,4,17
251,49,3,
251,66,4,8
251,72,4,16
251,78,4,5
251,90,2,
251,100,4,23
252,19,4,10
252,20,4,7
252,39,3,
252,48,3,
252,49,4,22
252,97,4,23
253,3,4,15
253,4,3,
253,29,3,
253,31,4,16
253,37,4,7
253,64,4,19
253,71,4,16
253,92,3,
254,20,3,
254,27,3,
254,40,2,
254,44,4,8
254,62,4,7
254,66,3,
254,67,4,19
254,79,4,18
254,83,3,
254,86,4,20
254,91,4,12
254,96,4,16
255,9,4,18
255,12,4,8
255,17,4,19
255,28,3,
255,35,3,
255,39,4,24
255,48,3,
255,53,4,16
255,54,4,19
255,56,4,23
255,64,4,19
255,84,4,7
255,90,4,24
255,99,4,7
256,9,4,6
256,12,4,10
256,41,4,24
256,51,4,6
256,67,4,19
256,85,3,
256,86,4,5
257,3,4,19
257,7,4,6
257,15,4,15
257,35,4,7
257,48,4,10
257,53,4,6
257,60,4,14
257,62,4,18
257,86,4,24
257,100,3,
258,23,3,
258,39,4,5
258,45,4,9
258,53,4,20
258,76,4,8
258,93,4,10
258,96,4,20
259,29,4,7
259,35,3,
259,50,4,17
259,51,4,12
259,52,4,18
259,61,4,9
259,76,4,21
259,77,4,5
259,81,4,15
259,89,4,19
260,7,4,12
260,23,4,13
260,32,4,21
260,69,4,15
260,76,4,9
260,78,4,13
260,97,4,18
261,3,4,5
261,35,4,12
261,42,4,22
261,43,3,
261,44,4,12
261,45,4,12
261,51,4,15
261,72,4,15
261,76,2,
261,87,4,15
262,7,4,22
262,28,4,11
262,32,4,20
262,35,4,24
262,36,4,10
262,44,2,
262,60,3,
262,71,4,11
262,73,4,9
262,79,3,
262,99,4,24
263,13,2,
263,18,4,22
263,33,4,5
263,42,4,24
263,48,4,23
263,53,2,
263,61,4,7
263,65,3,
263,73,4,13
263,75,3,
263,92,4,11
264,4,4,11
264,15,3,
264,17,4,16
264,24,4,10
264,25,4,19
264,38,4,21
264,39,4,24
264,43,3,
264,46,4,8
264,49,4,19
264,64,4,7
264,72,4,20
264,73,4,18
264,74,4,16
264,80,4,20
264,81,4,19
265,3,4,11
265,11,4,5
265,25,3,
265,47,4,5
265,48,4,24
265,56,4,12
265,67,4,5
265,74,4,7
265,81,4,22
265,83,4,22
265,94,3,
266,48,4,25
266,59,4,18
266,62,2,
266,65,4,12
266,67,4,6
266,71,4,13
266,83,3,
266,97,2,
267,5,4,19
267,23,4,15
267,27,4,23
267,40,4,20
267,54,4,8
267,69,4,20
267,84,4,19
267,95,2,
267,96,3,
268,20,4,18
268,34,4,10
268,47,4,20
268,78,4,20
268,79,3,
268,88,4,9
268,91,3,
269,7,3,
269,18,3,
269,35,4,10
269,63,4,8
269,80,3,
269,84,2,
269,88,4,22
270,1,3,
270,5,4,8
270,14,4,25
270,16,3,
270,35,3,
270,45,4,9
270,48,3,
270,61,3,
270,62,4,10
270,68,4,16
270,85,4,16
270,87,4,16
270,89,3,
270,99,3,
271,4,4,22
271,7,3,
271,8,4,14
271,9,2,
271,14,4,6
271,32,4,13
271,61,4,17
271,71,4,25
271,83,4,17
271,85,2,
271,89,3,
271,91,4,16
271,92,4,13
272,12,4,14
272,20,4,23
272,28,4,13
272,38,4,14
272,53,4,14
272,59,3,
272,62,4,6
272,64,4,20
272,66,4,10
272,80,3,
272,84,4,19
272,95,4,25
272,97,2,
273,25,3,
273,55,4,25
273,58,4,8
273,62,4,11
273,64,4,7
273,100,4,16
274,14,4,17
274,27,4,21
274,34,4,5
274,54,3,
274,55,4,18
274,57,4,25
274,58,4,11
274,64,3,
274,68,2,
274,76,4,15
274,83,4,23
275,13,3,
275,25,4,7
275,39,3,
275,40,4,7
275,42,4,7
275,63,4,23
275,76,3,
275,77,4,14
275,91,2,
276,1,4,7
276,12,3,
276,34,3,
276,38,4,23
276,43,3,
276,59,4,12
276,66,4,17
276,73,4,16
276,78,4,16
276,79,4,20
276,87,4,23
276,91,4,19
277,18,2,
277,19,4,6
277,38,4,15
277,44,4,6
277,45,4,6
277,72,4,18
277,73,4,6
277,74,4,25
277,95,4,22
278,5,3,
278,17,4,12
278,22,2,
278,35,3,
278,47,4,5
278,49,4,22
278,55,4,6
278,63,3,
278,64,2,
278,68,4,8
278,87,4,10
279,6,4,15
279,48,3,
279,50,3,
279,93,2,
280,6,4,8
280,14,3,
280,17,4,17
280,87,3,
280,97,4,15
281,27,4,11
281,38,4,14
281,39,4,16
281,63,4,8
281,65,4,17
281,67,4,6
281,71,4,9
281,77,4,12
281,95,2,
282,23,4,24
282,24,3,
282,38,4,16
282,54,4,15
282,68,4,21
282,69,3,
282,77,3,
282,84,4,21
282,87,4,10
282,89,4,11
282,92,4,19
282,100,4,8
283,4,4,7
283,7,4,15
283,10,2,
283,31,4,14
283,32,4,24
283,36,4,20
283,37,4,14
283,60,3,
283,64,4,25
283,68,4,19
283,76,2,
283,82,4,5
283,84,2,
283,89,4,15
283,100,4,11
284,15,4,5
284,18,4,19
284,30,4,11
284,38,4,23
284,47,4,25
284,56,3,
284,59,3,
284,60,4,21
284,69,4,16
284,75,4,9
284,81,3,
284,88,4,12
285,9,3,
285,12,4,18
285,24,4,5
285,34,4,19
285,44,2,
285,45,2,
285,68,4,19
285,90,4,23
286,17,2,
286,18,2,
286,28,4,7
286,32,4,24
286,46,3,
286,51,4,14
286,58,4,20
286,67,4,7
286,74,4,16
286,77,4,13
286,87,4,13
286,91,4,17
286,92,4,23
287,8,4,16
287,18,2,
287,33,4,10
287,50,4,5
287,56,4,10
287,58,4,14
287,73,2,
287,88,4,20
287,98,3,
288,10,4,13
288,27,3,
288,60,3,
288,71,3,
288,84,4,17
288,86,3,
288,98,4,13
288,100,4,7
289,9,4,23
289,12,4,16
289,15,4,21
289,16,4,22
289,19,3,
289,30,4,20
289,33,4,6
289,35,4,13
289,51,3,
289,78,3,
289,79,4,16
289,82,2,
289,84,4,20
290,1,4,14
290,11,4,17
290,20,4,23
290,23,2,
290,24,4,11
290,37,4,24
290,41,4,25
290,61,2,
290,63,4,20
290,73,3,
290,83,3,
290,86,4,22
291,11,4,15
291,15,4,10
291,19,4,8
291,24,4,11
291,27,4,25
291,46,4,24
291,52,3,
291,53,3,
291,69,4,9
291,74,2,
291,78,4,18
291,80,2,
291,85,4,25
291,95,2,
292,4,2,
292,27,4,20
292,40,3,
292,41,4,22
292,46,4,19
292,47,4,12
292,59,4,23
292,86,4,25
292,89,4,8
292,95,3,
292,96,4,17
293,10,4,5
293,25,4,23
293,27,4,22
293,38,3,
293,42,2,
293,52,4,23
293,53,3,
293,67,4,12
293,68,4,23
293,69,3,
293,79,4,13
293,82,4,24
293,93,4,13
294,14,4,8
294,31,3,
294,49,3,
294,50,4,11
294,59,4,22
294,62,4,22
294,75,3,
294,86,2,
294,89,2,
295,2,4,5
295,30,4,18
295,48,4,5
295,62,4,17
295,69,2,
295,70,3,
295,84,3,
295,86,2,
296,2,3,
296,10,4,21
296,26,4,8
296,28,4,14
296,34,4,17
296,35,4,5
296,37,3,
296,38,4,8
296,39,4,18
296,69,4,10
296,80,4,20
296,83,4,8
296,87,3,
297,9,4,16
297,10,4,17
297,21,3,
297,37,3,
297,51,4,7
297,62,2,
297,68,4,17
297,69,2,
297,76,4,17
297,78,4,6
297,90,4,15
297,92,3,
298,15,4,13
298,18,4,23
298,21,2,
298,38,3,
298,96,4,7
298,100,4,25
299,3,4,14
299,24,4,13
299,52,4,18
299,55,4,16
300,5,4,17
300,12,4,14
300,24,4,13
300,46,2,
300,53,4,21
